id,predicted_income,turn_cur_cr_avg_act_v2,gender,salary_6to12m_avg,incomeValue,hdb_outstand_sum,hdb_bki_active_cc_max_limit,turn_cur_db_avg_act_v2,adminarea,turn_cur_db_avg_v2,age,avg_cur_cr_turn,turn_cur_cr_sum_v2,by_category__amount__sum__eoperation_type_name__ishodjaschij_bystryj_platezh_sbp,dp_ils_avg_salary_1y,dp_ils_paymentssum_avg_12m
97177,350983.3159522586,32639.88923516176,7732.662558765252,3892.2589205837016,3738.701824117915,-2707.9448335260386,-1662.7330047978303,24697.80766032928,-3981.142763767673,9254.55965847349,669.6385990148618,3634.265317004945,8074.417667225722,-2058.73930963283,26086.67609987072,15831.632621972189
42147,36784.9203176859,-3932.886252779355,4568.811695293543,-4117.198618316269,-3475.558701700304,-2734.338342025927,-1586.4939006268758,-2011.48808161805,-2013.3485507120104,-1373.9181950540778,-5856.65903448032,-1944.7964516926672,-1001.2667882830538,-727.9490652939448,-547.9628046645068,-648.3566063926304
149586,149518.7707440147,-6355.032262283882,6557.7896235769895,-2645.1596601859305,27385.30062696494,2551.8036464106603,18956.28350657919,-3685.3533004590513,-616.5482042653266,-1517.3091533700815,1464.2874425933574,-998.4112066349009,-1176.1994940797908,785.9792408410748,-27.891757301861688,-487.5160102998117
98976,54334.42970435895,-1763.9133537529808,4552.924501785954,-4729.10431950129,-2364.552611981837,-2213.9202496443263,-1338.6230397851982,-525.6891536207887,217.51131934583577,-1139.0311902804715,-2934.7480993829586,-1061.5458790318548,-539.4362135473107,-176.64992784086277,-582.8732635951427,-640.0798040449309
87604,54621.56249255761,-1544.996422666778,-5049.145476670118,-4583.255352210847,-3238.051130556556,-2438.314666834274,-1559.537037487294,-409.5790925607973,2602.035656362724,-1132.4100340619402,-6094.254783557702,-2076.169892902205,-1070.544145462682,-208.17115323569743,-599.3597499958438,-603.7391217926203
148937,199650.104620809,6072.567372400441,-7414.259033718131,-433.39438442173446,7957.643269088393,-2612.2357455729198,15815.25384226131,-93.00402394421783,5069.562428051815,4005.893523981808,1177.6213602419662,6025.270744836236,2295.5680593389666,-52.89256943385192,20786.766217052776,12114.491890574887
13305,49781.900902476125,-2653.593922562284,-6635.402418979425,-4098.553881017189,-4062.083548385493,-2841.9238627025843,-1907.164874588661,-1223.411982244737,2563.33099978192,-679.97558906219,1327.0162576399728,-1166.3809599601043,-646.9036057997283,-392.3063611453181,-593.6901942898829,-684.2305825473965
125213,43223.570829270495,-2578.9809759485097,-5988.49310576154,-4174.788397323872,-3738.824204067149,-2327.8351748990435,-1726.6106164003656,-1249.6892994609552,-2155.8441247556552,-725.0722133403751,1178.5907637291518,-1099.4020442585822,-954.6802108102632,-466.9963814153154,-542.4130728226598,-683.3083702997196
13156,48044.57310399896,-3702.8995010636186,-5730.71798370946,-4729.054861967365,-4161.800712672582,2897.929530437804,-1089.3508300222716,-1938.213227111638,-2325.809758003565,-1324.1078592896465,-414.6668732088816,-1396.3314406969555,-710.5151171751445,-302.6311999332688,-546.4239438402532,-708.0153087790626
27389,74401.06376619874,-6060.974219104902,4085.951372853011,-3705.567054656427,5309.274427540426,-2608.407554343554,11995.648749087672,-1737.506239518999,35.377894879051034,-2856.8223481338555,1104.7682650863455,-461.2438507993608,-2273.1441013150397,-2051.3564215135275,-2475.085196943277,104.44463812351196
18163,58567.40513975696,-3499.723608609493,-6809.796642165749,-3840.605330871868,-4176.449646004762,12462.211006715326,-2267.984558955019,-1407.9875445285395,-2011.682908638196,-1230.3157115339593,645.2220032715907,-912.0893139764522,-1543.6607937144497,-2658.889115641339,-426.76177288623575,-558.3218199745573
73437,52712.07975205676,-3753.392216599171,4961.678132365071,-4088.002068861687,-4148.221709546958,-2857.022632348021,-1368.9629050228573,-2043.4636670574937,2563.0461373235235,-1534.9482556152948,994.8946588083764,-1806.0386892754584,-1410.5656082912917,-1703.7809762481409,-482.01639643440006,-662.3987370062711
14507,52685.73443166595,-3469.3163632090955,4534.78843547844,-4255.3289526605495,-370.47000803851046,-2468.0002994549604,-1817.4446510147416,-1432.916889530855,310.662679067489,-1620.1967297958329,905.7260745308608,-1863.4506225733223,-1537.3976532522015,-1885.325070004964,-474.4864943223519,-600.0852956038551
103584,51194.69690045871,-2244.362627666768,-5343.024989128382,-4907.137045276877,-3325.157794461774,-2184.9223892143877,-1804.0958169139435,-1222.7270002039158,-2504.4103748582106,-1824.9304370330792,-2855.9583778996653,-523.8820286400703,-931.7922040693908,-1358.2224263887372,-688.9927677301375,-669.0290523680569
46080,68519.22619771572,15012.607846871386,-6718.559950500044,-3657.875010677828,5051.869989471312,-3413.7308188361662,-1504.581886136293,6039.2238880305895,5268.589487032262,590.4790607720529,-784.4700607598282,2099.4603566395594,2975.2685666976763,-2760.7083030383933,-1304.3473264160957,-571.5152376629243
22201,59191.55296718584,-3229.7859156900518,5830.949836996793,-3756.389274165233,-3263.431661024514,-2572.2656563739383,-1940.313805584364,-1461.165122045432,2627.784036074415,-790.766928418128,1344.7953906885314,-1296.0334430980963,-722.838604782416,-164.10415679614997,-449.6007944875548,-629.0473291891595
144050,50998.79937214694,-3956.1144195074303,4931.310035782254,-4192.387318870178,-3433.6137613617707,-2227.165099310027,-1631.9158416938135,-1901.5198119350125,-2206.12687960792,-1382.5759144922454,1122.3996384304994,-1404.8971090728649,-1488.469799148148,-365.0969850615221,-533.9054572921954,-707.9432881798867
75305,93485.34921374946,291.7528541750808,-5445.462764845821,-3955.2570442801593,-189.9410324849092,1597.6264856860992,-1337.2383794030934,-665.0608149755483,-2598.6608292933406,-1424.602559980457,736.3040704803783,-379.1869516895055,-803.9295194031591,241.39568158719177,6686.286499234279,4477.133544150444
104758,106287.86459650134,-3043.66000170283,7430.283183632751,-3163.6227764122045,-5337.846026663648,3980.317849081053,2078.344544465664,-1156.367480400614,3482.127397478873,-670.0055458076822,1276.587185276128,-744.703725225629,-186.54932833291505,264.2614108315188,-395.217190307284,-650.3242610820967
91989,41571.819699993335,-3187.807409023122,-5652.803167304312,-4260.09879850175,-1428.0767912812862,-2463.6556819701186,-1660.478205290101,-1240.541942107399,-2157.5081361263847,-767.1183232724588,925.802863221018,-968.296830704858,-1019.1310438522796,-440.13335470690527,-583.4319593490604,-640.1465332739292
143442,74319.408982322,-1202.6567183179775,3941.82375002135,-1318.7412408360992,-1831.3842752828448,-1918.850884591716,8560.870076527443,-1375.6154468427592,-2105.566685764024,-2177.623143752467,857.609014340606,-578.8821078614011,-1129.0778684892502,-1651.270309520133,-421.4327455434568,-614.2892140297387
125149,46240.81416585784,-3853.5158855881423,5151.387475995204,-4161.90174656899,-3619.193683281948,-2748.5751677965354,-1848.240518298183,-2082.263382614225,-1922.085430566656,-1275.7667075418,1257.384690411609,-1868.5770879424915,-927.6413489342726,-308.2392816127721,-532.8542928167958,-695.4227181537007
76265,55984.99308048042,-2934.5374707955893,5885.136195134212,-3823.598404528879,-3769.117173099212,-2864.3571543293992,-1864.506881920583,-1269.2715427783437,-2237.201683553053,-677.4280681002358,-431.7154422128549,-1168.2443863433384,-566.1010616033465,-271.0166874546674,-511.3592896723585,-602.8406086573154
136026,47211.8811510197,-3355.5744569815656,-4670.919402682348,-5005.196154080683,-2110.879427029869,-1927.5708503966296,-1344.9678113203931,-1071.967809734429,-2185.183511163996,-707.7400591325611,882.5930914726481,2215.133711019371,-282.224827415766,-1526.257226372954,-709.0734687748537,-1118.7515641879836
21181,96104.18367466626,-6650.929993205275,6845.798052072355,-2825.816929442444,8284.89164305292,9016.48463987357,-2098.1246849376976,-2014.437830733424,-3469.1258348283686,-760.5478096721453,1461.3262835705857,-1271.0437269973345,-1195.851717286248,298.03185073485673,-203.60565305256745,-456.71196384410416
108242,67701.33329887701,-3446.973176376176,5967.175341148084,-3581.245596665474,212.33678457144964,-3040.7855461908225,-2009.9039470038897,-1246.5311745658194,2916.205270216717,-837.3342760597984,-334.2079740169785,-1036.4248618232643,-560.7211401275758,-9.253251751923605,-393.67379850521934,-569.4947171545908
65731,70555.23769977878,-2843.3453994079264,6311.6785793471845,-3733.033115529265,-4156.382074083924,-3216.220055226506,-1984.0961020038685,-1311.3545369926885,2697.150284727093,-659.9428094025317,1377.8232809731385,-1295.1769559745378,-571.9849479890646,-162.37758066969815,-480.38054688942265,-562.9052927179918
86890,96955.48350466129,-484.8255152432994,-4902.673064305624,22681.395877435127,-3899.017716638344,1510.2218216105036,-1670.2738022424408,-1493.2873895594685,3395.2215981224144,-194.60636370063636,-1100.198597190586,2741.300944878616,1277.7010984941576,-943.0205400210024,-299.4702033109528,-496.69383737156767
130454,87586.80877343996,-2485.900429557104,3949.6710689579754,19646.142680149493,-2381.815702189626,-2205.8911080621283,-1513.3846047778995,-1042.6820627787336,-2070.828191475983,-266.6009930594757,913.420484569514,-147.0274868406543,1124.8887945839513,-1988.925116063218,-405.9132495147329,-561.1104292577104
95662,89560.01286819289,3764.901841378359,-7911.301212919266,-14335.439344135975,9648.612545027368,15320.304660364453,-1910.3498244715563,-323.19323663970766,5127.42702322202,-1124.1636610633648,701.3989533724293,2488.042280281871,2829.071739062566,-2784.9436030349675,124.03121209483167,-403.2722834067933
97925,103199.05597508023,2037.1470049393924,5407.043586997288,-3160.0186059130488,-5864.706946263041,6646.238698094548,-1539.3192121349082,2067.472677061206,3800.2456502045256,-3694.0785970854367,1000.5773228127211,-550.3872194474725,-942.5393008995172,-1471.7137544200884,5512.216639179902,2758.718685094552
7071,75565.19789325692,-3240.8717989960005,4883.403309554677,-4169.093907900041,-3164.008504449869,-2836.24257465396,-1650.8872813837315,-1493.1717598212765,-2442.5579563912365,-1200.834951757757,999.6114890212666,1195.406291427431,-483.1080914863452,-758.7822756393626,-710.4337857645892,-670.4825742934581
123998,46872.124954986895,-2615.683156300381,-6453.010053085263,-4110.894094293102,-3976.486806929673,-2756.0494731544754,-1851.2169029328827,-1110.651758482774,2499.377907368538,-769.3347813265726,1220.488056903919,-1070.9541205672426,-636.6657095307621,-390.0018123792374,-585.6333028734422,-674.1669134599223
130639,58931.24841660108,-2782.6866495075933,6239.487200679621,-3707.723432453058,-4117.701197383768,-3102.99660016121,-1819.1105353519415,-1400.092102742292,2565.646942602752,-541.5609453054997,-3159.981557556464,-1164.5768034883988,-571.9849479890646,-247.45341985432637,-504.2168976357004,-605.9958906741879
130370,54987.46792733654,873.0378393667584,-4132.958201867742,-2556.660541913357,-2069.524640758412,-1483.915943334527,-1317.0617689595474,-613.5168347703878,-2220.724495366312,-1054.9088244801237,832.0793207201314,-398.3697292590345,-277.73187653664,-1754.283981789679,-538.1891070721628,-602.234774002347
49610,49853.07758628418,-3915.864452329368,4683.061050515799,-4279.484833854028,-3209.4020978594217,-2765.44874285229,-1811.3922587546624,-2272.5588267266453,2783.20751305276,-1595.7089628402623,1122.8917134472583,-1846.000598332319,-1452.1121716133955,-1931.869395829045,-508.2592830013235,-651.9546156536121
22143,49583.636089454325,-2653.730091234422,-6432.212000088366,-4169.947085701315,-4103.18351349216,-2822.759497438963,-1926.0345375447184,-1204.753690363618,2558.1975652805204,-671.1406489942881,-3458.0246233503103,-1233.1215499516118,-646.9036057997283,-363.0295124737541,-577.0980542729357,-589.188238748626
39131,71582.19689897487,-2843.3453994079264,6283.944159248982,-3756.854945576809,-4176.235385641145,-3232.8623248436184,-1986.1351927522128,-1316.824187489177,2703.35158090491,-650.5152029243978,1454.3148423025782,-1295.1769559745378,-571.9849479890646,-156.74167390020057,-480.6713403311935,-562.9508248364148
97840,34498.876549122826,-3698.932129610589,3854.3042677285,-4297.242128599277,-2716.9195228546578,-2165.545563519001,-1292.480063971895,-1850.0536424936208,249.2539587628022,-1273.021845714622,-5289.45523341728,-343.63986931713026,-1425.7343481025353,-529.234949403979,-2415.0253881153903,-1620.998330998469
20814,91996.73353088468,-3137.377091552894,4525.431728942911,15151.096465443983,-1382.2174529367016,-1174.6896405070358,-1018.579975185182,-1356.787731807836,-1250.2755483157807,-1303.9728427149591,779.6466351245017,2699.299424071128,-529.5985737091312,-889.9780380598387,-765.8270421085984,629.5565575229964
74394,106507.89821754296,-4279.757405638956,-6427.248523425884,-3034.0823242136908,8898.989160149595,-3797.6138081734734,23982.511738209443,-661.3877986131621,3307.773039682738,-1215.118050804212,-420.285608628642,-1271.1843357474368,-405.7374989451553,-36.56559205081659,-385.2816188904224,-524.460596460966
120542,129513.0415041726,31766.374705927177,-9388.138578660648,-340.23607930775603,16640.813761526555,-4050.9963476709695,-2234.8370488521227,17325.041054976744,-66.84200469432793,9212.112997265263,1318.088548945134,-5584.091392322295,10082.14817541554,-2778.2623631951737,82.52099423853231,-221.25382367725956
117941,53284.681350785904,-2655.9407180420467,-6777.624952063345,-4051.2820483417886,-4274.160496769351,-2284.622050011096,-1919.260010845864,-1223.411982244737,2558.3478162629435,-679.6230036228776,1139.6839154990826,-1158.7376612263215,-644.0880784672461,-271.76550156911964,-591.5667345150607,-673.7608549206665
91943,48092.29215275083,-2632.562943447679,-6429.505044005575,-4104.135492292658,-3806.236862151901,-2871.8634258118664,-1907.938526682811,-1214.096645166736,2521.185230885646,-643.915018019764,1044.2031848701026,-1177.5813147270464,-647.324403871706,-331.1440004748092,-564.5786494203523,-586.6238602541933
101738,66653.96546962818,-2845.785578789442,6311.6785793471845,-3771.689276853209,-4097.847885826546,-3211.822225985286,-1965.8025560439985,-1351.8106079545496,2697.150284727093,-659.3501429922998,1557.746982593958,-1228.4363659830303,-571.9849479890646,-203.82755001720884,-479.1287636484834,-611.4909221806234
45718,60615.13332996429,-3512.287207840768,5303.979197770908,-4173.36935440914,-3167.222948313752,-2770.954088502927,-1877.395508978885,-1407.986013697012,-2381.046429368203,-801.7308045171843,1012.3667966712316,-1210.6501043700252,-887.0405062835472,-271.157809748853,-519.0626165463694,-650.7859237976576
48858,66044.24361625494,-6213.398025705368,-6899.941154584575,-3662.125717155978,6061.746043522538,4574.321818548475,-1917.9392945936013,-1460.9091932636022,-2220.785556967536,-857.8671994039489,1176.198991245611,-1967.0820264719791,-1220.9172294486443,48.72827539019847,-420.08629822223287,-543.2299566259536
28695,104320.92644751216,10185.479948490574,-7894.2208687020975,-2687.4682234324946,12006.517049081896,-3352.779861296047,-2688.0446132232405,1888.9447912699568,-4193.945578178708,7573.650416848057,1127.4800965336128,6646.003258104733,8681.272410667196,-1541.2113277668443,-3281.237118326133,-3903.304935444664
22082,50675.210738236856,-2654.69476774993,-6626.2519703957805,-4088.7578521531314,-4037.8157349372514,-2833.357269052419,-1870.7841581587315,-1223.411982244737,2569.5322959597365,-679.97558906219,1126.593582126488,-1161.6478869733096,-646.9036057997283,-391.4894388494038,-592.1634403379823,-684.3407688358227
87958,60702.49115104717,-4113.717598905765,-4741.934593567528,-3734.484384312007,-2847.73605364147,-2143.8969881629123,-1688.15124002842,-2734.963904619115,3184.568426836898,-2518.592806207628,-268.4188303099178,-739.7397585742451,-1853.2599716212324,-1094.1086601643335,360.4580879067765,820.380019611416
39489,42340.18606816589,-2915.75230036996,4377.402781290123,-3971.186090144998,-2296.978145096375,-1971.530776132675,-1596.23172647055,-2176.25929258948,-2083.39793569223,-1628.5099556560067,1004.2970513380152,-1295.3615336339335,-1387.2872109136288,-2029.170755363548,-872.5390441399074,-750.278862769071
66921,89523.96781119038,-7582.185450667186,-7010.543899832855,-3799.1913081000034,10855.249884547638,13183.402909300035,11103.52662327258,-3239.4889745371274,-4203.733257115748,-2299.9300438029986,1070.1211445962567,-1440.5149989478157,-3438.680420641173,3064.699192223721,-242.6865888755957,-489.4795320959609
11642,39949.46549987811,-2605.0434071182704,-5956.600276097092,-4199.79329924495,-3795.432761009305,-2536.9866199150133,-1718.6779954027727,-1382.2523533517435,-2148.8027385756877,-637.5749041733354,-4067.0932467715097,-1610.259426322838,-809.7866360260062,-451.481727509324,-622.1189094430624,-630.9806137317155
41925,42824.78107515066,-4494.923846797749,-6929.189787192651,-3835.818850268644,-5278.183196788835,13429.437084654815,-2320.0645204594834,-2287.9639480842925,-2993.898570913922,-1377.2129884645794,-4184.053125886127,-2007.2986079366017,-1556.3979538574538,-1896.077313266916,-336.54245361346125,-582.8491908612835
34915,51131.38686731619,-1982.7467312667711,4433.726903007642,-4628.318134482338,-2601.6823562875616,-2224.419223802128,-1537.2661210052563,-1067.3564917280469,-2123.4386023454394,-861.9519398299315,756.8140278763549,-669.3130886428695,-417.9758467851931,-1621.157590158621,-610.0252623113688,-645.6915028149391
49517,47897.89534675884,-3742.103095788925,4994.119293997478,-4061.201254974225,-2714.9362390587803,-2791.0558153292213,-1856.8326496819711,-2064.400376304092,268.4744666716089,-917.4670353077508,956.1355770381024,-2201.6884898224985,-991.4238270186974,-284.02110763360906,-529.8241620079716,-647.8169470581828
77608,36465.26077742058,-3660.754193286911,-5374.741929635494,-4512.992836775468,-3104.580321858636,-2314.739243953922,-1629.3594324862463,-1907.2939105113517,-2205.3221789152344,-1248.2359395756314,828.2435409708154,-1556.7279873728678,-904.1271242475144,-690.1087501080625,-628.3460842280978,-643.8318924544548
131344,64069.71578811367,-2919.545743653616,5820.565134536734,-3835.084072357706,-4214.755675631633,-2977.5167199208813,-2056.5403635415323,-1433.7788560347942,2998.121386595084,-767.09737519737,1419.9055868514652,-1352.323702673074,-660.178566132268,-195.9571642066289,-507.5087130905373,-588.1086272262131
122964,44986.25058877918,-2912.2769729546662,-6267.44970537699,-4272.898620864416,-3088.8170986561963,-2556.7219474429075,1433.9277615153064,-1094.8130926696274,-2169.3048134654773,-753.0186710807035,1123.1494738938354,-1319.5629805873662,-705.4923140222842,-389.7571933078844,-581.660140624008,-699.3073695941871
149799,47868.05068927843,-1837.133419619274,-3872.1531641114657,-4640.057929652184,-2134.2192550110613,-1513.5514431193683,-1160.3920403696518,-801.0126738686978,-1514.891319147212,-538.8409089989975,-4551.1145973181565,-436.35486443006965,-237.405567649408,-1512.7716590542802,-1776.6512533713744,-415.99431174871705
83897,61582.33512359307,-3545.2418129192656,-3910.7852102723,-2999.231211075948,7308.362880873379,-2313.6662199555863,-101.27283763125136,-2195.9972107024755,-98.91567494044858,-2014.51813251639,873.532969827377,-670.7374143259034,-2610.0410724665007,-787.0608786940305,-537.0284302344016,-549.2579301308504
44563,63329.29314567123,-2682.055742876629,5984.937919771477,-3721.573816808186,-4138.70151095802,-3104.1828021879733,-1973.509961030192,-1323.414845493654,2656.359655525036,-695.2277930364384,-780.0350010707452,-1303.5082731448751,-571.9849479890646,-249.6776690405278,-445.8091864450707,-573.5498932857175
106261,45677.501196577,-3725.142012126719,3906.928071673708,-3996.526206703697,-2478.237316422188,-1911.3896350640196,-1282.1887247304646,-1725.6059374801305,-1801.6523785894967,-1588.135677399877,865.34132906316,-1987.287139867153,-1675.0830542436386,-647.2237311620676,46.970917362510015,-409.6966323854545
109889,98398.39397848008,-2858.9902273459074,-8148.10738385224,-2602.572984695456,-6189.489003722962,25721.94756976518,-2857.4299357096274,-1426.9528238859991,3912.359836322235,-853.5483654011058,1355.0668605791595,-1252.2930331972934,-877.1562451092326,136.58717434780743,-282.3160406574873,-560.974616500367
60190,43756.28487015907,-4046.769972326869,3727.000944372557,-4369.229014955984,3054.895376935974,-2769.0282312887884,-1348.9825351550492,-1188.4234390886463,-2769.176760738199,-1487.4417638348114,897.7297028937148,-883.8173902482472,-1820.525438088836,-2187.0287553580797,-2969.865335878192,-1515.621759298121
72426,92127.26911407,-5575.146127071883,5740.453020036192,-3488.6467863944163,12999.308115667252,-4274.349889985581,7227.7233621412515,-1766.5281473368923,4183.436378581327,-1529.589212463367,1384.8971958783418,-1553.8742192828838,-968.8021154885292,162.35892491562942,-415.16037959735087,-622.2055135581135
33434,89008.47189988382,-4933.72196285685,-5722.170518979008,-3502.328408530007,14574.58203645424,-3390.629822090258,6451.014089726165,-2186.333586854342,4116.818980577518,-1408.8024039454426,1074.1918157973353,-1150.955932079152,-866.9248717752591,-190.63652327668385,-489.7402446073617,-907.9924723544456
39081,73864.52455891253,-3400.705118973985,5282.330522632484,-3263.805252835956,-3790.455672174864,3283.760677573824,14587.358957589133,-1824.4286612595715,-2176.111026832817,-3178.49380121762,-4122.663235981747,-814.8449015717865,-1738.8436883612176,-1752.0357589260616,-357.21193321856293,-594.1266762096409
47625,88547.62995784856,-6806.214066918377,6698.82378241089,-2927.8204654852475,6860.852246046456,8298.258346852605,-1756.0068650467686,-2184.235457153742,-473.459684539408,-927.5058001244016,547.6842570127271,-1130.1515102400272,-1058.2109266719312,-2269.8848298694666,-207.01279975563375,-413.0150918257928
20705,49513.29141410278,-1799.6292774093831,-4645.599883224855,-4440.886385057172,-1893.1679508629925,-1794.8627285209154,-1305.817882410223,-753.3622224495043,-2226.133155898415,-1341.4809651742205,800.1961228580603,-1485.806411472332,-684.8546349354003,-1912.178770394744,-1013.8687014410392,-6.904538942192388
8583,61576.476520014265,-5982.55701532037,4670.943325570495,-3845.8002202576654,8729.773057941955,-3865.0961425363375,-2061.937263352535,-2871.157128831848,-2585.8165975417737,-1720.7310851485215,-3458.5527524829167,-1051.9669882284372,-1997.836539084552,-50.51964734936547,-474.7129274386625,-507.69225380587073
96442,55918.2966084357,-3146.31599418153,-6626.3986700377845,-4061.163774389663,-4290.929904576156,-2828.8831511371864,-1824.381316630788,-1822.7379647564924,2626.5117176309377,-669.6557488875611,1007.4989341234068,-1106.0324290908288,-769.6889308442702,-852.5308960659291,-591.2236409230502,-599.0907009828821
130248,71046.19365795041,-5617.46743363835,5125.58095168841,-3707.809193881521,4411.822798864124,-3391.3783832406484,-1962.904331104179,-2263.7734167156877,3584.373682728321,-1750.4433318621925,1240.920009305669,-2350.202888010104,-1736.231632544155,-2477.300948036352,-411.5754575479033,-547.0445135687202
70717,51389.77169851842,2536.2015113752354,-5919.679585466741,-10409.483939144668,-2392.6896196141856,-1571.4606512488672,-1523.60599002654,1361.7051763189977,-2123.85487318646,2293.707408670031,873.7202763547374,-42.93485887506361,2373.3808965597004,-334.2920370060652,-283.9424234893668,-337.34915030310293
63166,63364.93712683814,-5120.397903527522,5730.115726998921,-4021.217371546744,2113.2298442203974,-2968.3990866934764,-1212.4131352138136,-1492.0303898065029,-2927.454986651316,-842.2102145822477,1334.906903834551,-1602.9634271703158,-1481.345582453345,-131.1972431227413,-545.6321611538255,-632.2614309702423
3118,38424.28427075924,-2023.1209272071203,-4696.243702827909,-4893.301426048484,-2227.444653108545,-2110.6663645920407,-1579.3849042567515,-1071.1284457738318,-2209.684545405212,-975.6115643844596,-890.8087632655488,-1671.2299748494304,-319.6183608576517,-2068.194266710097,-626.3869390330606,-600.5743308343949
45508,40872.22358322191,-3183.396036887796,-5671.427659506428,-4399.26232694288,-2944.5445566469407,-2560.500352307165,-1682.8791615138862,-1279.0261761489933,-2051.118122954428,-747.1300465458469,1050.3239795468978,-1087.0933925948805,-824.5209093346532,-534.1353564390859,-632.5775506979135,-646.5128079723282
82153,60316.5310505113,-2775.662359312988,6114.895391454687,-3743.236379822696,-4126.876177057049,-3129.0106506384086,-2006.785023175728,-1249.3926771366876,2567.882154022612,-699.0329102362734,1396.8781885939843,-1306.1662121361887,-571.9849479890646,-190.54206707404413,-556.1120287707284,-574.2318240826291
145860,41766.05804758571,-3192.2614856259315,-5431.639068455628,-4120.308248853797,-3944.7321829796247,-2679.6388013131577,-1649.172628738679,-1758.9532944529574,2297.038156707367,-1092.137854363634,-6850.989272149463,-1154.2387856608386,-748.4337550236211,-2396.9599142824936,-623.1253268975327,-561.0369900809478
95263,59274.05088788339,-2972.217286841947,5848.115829087764,-3954.18405556715,-3781.678110871252,-2883.504892232833,-1961.912876588184,-1363.919442180272,-2338.292554502563,-712.8903161922893,1353.797846113838,-1026.888790198176,-566.1010616033465,-279.54900212263044,-510.7510686398708,-663.0162269598953
125078,74515.43685899276,-4418.037435623193,-5725.526105358584,-3755.1965935775193,16676.576397095323,-3633.014215530178,-2311.8476345447884,-1900.7414211392736,3624.38074336578,-831.2738378274427,-251.00335021043895,-669.7075452668341,-849.817731104496,-234.49408020730576,-496.2786272763649,-856.3397595757943
35301,629201.9750131532,31328.736292146703,9584.484357030136,11918.221411241688,7948.222400613623,17831.222181824443,-1869.003386639658,29847.832448328736,6206.008418720962,8203.036769259388,1649.3832964818723,5593.433621213391,11758.916664965822,-843.3658280676834,73128.36758984666,53606.37768350646
